Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#9 Bryan Bell-Anderson,13,6,2 - 5,0 - 0,0 - 0,0 - 0,2 - 5,0 - 1,2 - 4,0,0 - 0,0 - 0,3,0,4,0,1,4,0,0
#15 Vincent Boumann,10,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,1,0 - 0,0 - 0,2,0,2,4,0,0,2,1
#20 Donavin Byrd,5,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#5 LaQuavius Cotton,19,6,2 - 6,0 - 0,0 - 0,1 - 5,1 - 1,1 - 1,0 - 0,0,0 - 0,0 - 0,3,0,2,0,1,4,0,0
#6 Marcus Gray,17,6,2 - 3,0 - 0,0 - 0,0 - 0,2 - 3,0 - 1,2 - 2,0,0 - 0,1 - 2,6,0,4,0,0,0,4,4
#1 Keenan Love,6,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 1,1,0,2,3,0,0,0,0
#3 Keith McGee,12,11,4 - 11,0 - 0,0 - 0,0 - 0,4 - 11,1 - 3,3 - 8,1,0 - 1,0 - 0,3,0,5,0,0,0,3,1
