Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#9 Bryan Bell-Anderson,15,30,10 - 11,0 - 0,0 - 0,0 - 0,10 - 11,0 - 0,10 - 11,0,1 - 1,0 - 0,0,0,3,0,1,0,0,0
#15 Vincent Boumann,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,1,0,0,0,0
#20 Donavin Byrd,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#5 LaQuavius Cotton,15,6,2 - 3,0 - 0,0 - 0,0 - 0,2 - 3,0 - 1,2 - 2,4,1 - 1,0 - 2,3,0,3,0,4,4,0,2
#6 Marcus Gray,0,8,3 - 5,0 - 0,0 - 0,0 - 0,3 - 5,1 - 1,2 - 4,0,0 - 0,1 - 2,4,1,2,0,2,0,0,2
#1 Keenan Love,20,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 1,3,3,1,3,0,0,4,3
#3 Keith McGee,16,16,6 - 10,0 - 0,0 - 0,0 - 1,6 - 9,2 - 4,4 - 5,5,2 - 2,0 - 1,2,0,4,0,1,2,0,1
