Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#44 Nathaniel Harris,14,6,3 - 5,0 - 0,0 - 1,0 - 0,3 - 4,3 - 4,0 - 0,8,0 - 0,1 - 1,4,1,4,0,0,0,2,2
#14 Paxton Henry,7,3,1 - 2,0 - 0,0 - 1,0 - 0,1 - 1,0 - 0,1 - 1,2,0 - 0,0 - 0,2,0,3,0,0,0,0,0
#91 Ermias Kassa,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#23 Bryce Moragne,14,23,8 - 12,0 - 0,0 - 0,0 - 0,8 - 12,1 - 2,7 - 10,2,1 - 1,0 - 2,7,1,2,0,0,3,0,2
#88 Faysal Shafaat,18,6,2 - 2,0 - 0,0 - 0,0 - 0,2 - 2,0 - 0,2 - 2,0,0 - 0,0 - 0,4,1,0,8,0,0,4,2
#20 Joshua Shannon,11,6,2 - 4,0 - 0,0 - 1,0 - 0,2 - 3,0 - 0,2 - 3,0,0 - 0,0 - 0,4,0,3,0,0,0,0,0
#12 Jihad Shockley,10,9,3 - 5,0 - 0,0 - 0,0 - 1,3 - 4,0 - 0,3 - 4,0,0 - 0,2 - 2,2,2,1,0,1,0,0,2
