Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#92 Greg Helt,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#7 Ryan Johnson,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#10 Jordan Jones,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#0 Steven Julian III,18,5,2 - 2,0 - 0,0 - 0,0 - 0,2 - 2,1 - 1,1 - 1,1,0 - 1,0 - 0,6,2,4,0,3,2,0,0
#3 Trey Landers,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#21 Ty McGee,18,16,6 - 12,0 - 0,0 - 1,0 - 0,6 - 11,2 - 6,4 - 5,1,0 - 2,0 - 0,6,0,2,0,2,0,0,0
#72 Nicholas Parks,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#1 Darion Slade,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,1 - 1,2,0,0,0,1,0,0,1
#32 Shawn Stith,18,0,0 - 2,0 - 0,0 - 0,0 - 1,0 - 1,0 - 0,0 - 1,0,0 - 0,0 - 0,2,0,0,4,0,0,2,1
