Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#91 Jace Bass,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#22 Jordan Grant,9,3,1 - 3,0 - 0,0 - 0,0 - 0,1 - 3,0 - 0,1 - 3,2,0 - 0,0 - 1,2,0,2,0,1,2,0,1
#18 Connor Hollenbeck,5,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,2,0,1,0,0,0,0,0
#0 Justin Holmes,17,11,4 - 6,0 - 0,0 - 0,0 - 0,4 - 6,1 - 2,3 - 4,6,2 - 2,2 - 2,10,1,5,0,3,0,0,1
#3 KyShawn Jones,17,29,10 - 18,0 - 1,0 - 0,0 - 1,10 - 16,1 - 4,9 - 12,0,1 - 2,0 - 0,9,0,4,0,1,0,0,0
#5 Deshawn Kelly,13,6,2 - 6,0 - 1,0 - 0,0 - 0,2 - 5,0 - 0,2 - 5,0,0 - 0,0 - 0,4,0,5,0,0,0,0,0
#13 Adam Stanford,5,3,1 - 3,0 - 0,0 - 0,0 - 0,1 - 3,0 - 0,1 - 3,0,0 - 0,0 - 0,2,0,0,0,1,6,0,0
#19 Matthew Wilkerson,15,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,4,0,0,5,0,0,0,0
