Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#1 Tony Crosby II,19,19,7 - 12,0 - 0,0 - 0,0 - 0,7 - 12,2 - 5,5 - 7,3,0 - 0,0 - 0,1,0,2,0,3,0,0,0
#50 Brian Gentry,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#0 Naradain James,6,2,1 - 2,0 - 0,0 - 0,0 - 0,1 - 2,1 - 1,0 - 1,0,0 - 0,0 - 0,2,0,2,0,0,0,0,0
#91 Ryan Johnson,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#47 Nathan Karsjens,19,0,0 - 2,0 - 0,0 - 0,0 - 2,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,4,0,0,6,0,0,0,0
#9 Bradley Laubacher,18,2,1 - 3,0 - 0,0 - 0,0 - 0,1 - 3,1 - 3,0 - 0,0,0 - 0,0 - 1,7,2,5,0,2,0,0,1
#2 Alonzo Scott Jr.,15,14,5 - 12,0 - 0,0 - 0,0 - 0,5 - 12,1 - 5,4 - 7,0,0 - 0,0 - 1,4,0,5,0,0,0,0,1
#24 Amir Smith,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
