Player,Min,PTS,FG,2PT,3PT,4PT,RA,Layup,Slam,Ast,OFO,DFO,LBR,Stl,TO,STPS,Hits,PPA,PP,VIO
#0 Dionte Byrd,2,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,1 - 1,0,0,0,2,0,0,0,1
#7 Darius Clark,19,44,16 - 23,0 - 0,0 - 0,0 - 1,16 - 22,4 - 7,12 - 15,1,1 - 1,0 - 0,5,1,3,0,3,0,2,1
#3 Cameron Hollins,1,3,1 - 1,0 - 0,0 - 0,0 - 0,1 - 1,0 - 0,1 - 1,0,0 - 0,0 - 0,0,0,1,0,0,0,0,0
#77 Justin Holloway,3,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,2,0 - 0,0 - 1,4,1,0,0,3,0,0,1
#4 Cameron Horton,18,21,7 - 9,0 - 1,0 - 0,0 - 0,7 - 8,0 - 1,7 - 7,6,0 - 0,0 - 0,1,0,3,0,0,0,0,0
#91 Jordan Jones,0,0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0 - 0,0,0 - 0,0 - 0,0,0,0,0,0,0,0,0
#25 Brandon Simpson,17,9,3 - 5,0 - 0,0 - 0,0 - 0,3 - 5,0 - 1,3 - 4,3,0 - 0,0 - 1,4,0,0,0,3,0,0,1
#11 Gage Smith,20,9,3 - 5,0 - 0,0 - 0,0 - 2,3 - 3,0 - 0,3 - 3,0,0 - 0,0 - 0,13,6,0,3,0,2,0,0
